file,writer_id,split,page
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Test\062-P18.wptt,62,Test,062-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Test\062-P19.wptt,62,Train,062-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Test\062-P20.wptt,62,Train,062-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Test\069-P16.wptt,69,Test,069-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Test\069-P17.wptt,69,Train,069-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Test\069-P18.wptt,69,Train,069-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Test\069-P19.wptt,69,Train,069-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Test\069-P20.wptt,69,Train,069-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Test\073-P16.wptt,73,Train,073-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Test\073-P17.wptt,73,Test,073-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Test\073-P18.wptt,73,Train,073-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Test\073-P19.wptt,73,Train,073-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Test\073-P20.wptt,73,Train,073-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Test\097-P16.wptt,97,Train,097-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Test\097-P17.wptt,97,Train,097-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Test\097-P18.wptt,97,Train,097-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Test\097-P19.wptt,97,Test,097-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Test\097-P20.wptt,97,Train,097-P20
