file,writer_id,split,page
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\516-P18.wptt,516,Train,516-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\516-P14.wptt,516,Train,516-P14
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\516-P15.wptt,516,Train,516-P15
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\516-P16.wptt,516,Train,516-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\516-P17.wptt,516,Test,516-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\517-P14.wptt,517,Train,517-P14
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\517-P15.wptt,517,Test,517-P15
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\517-P16.wptt,517,Train,517-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\517-P17.wptt,517,Train,517-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\517-P18.wptt,517,Train,517-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\503-P14.wptt,503,Train,503-P14
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\503-P15.wptt,503,Train,503-P15
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\503-P16.wptt,503,Train,503-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\503-P17.wptt,503,Train,503-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\503-P18.wptt,503,Test,503-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\518-P14.wptt,518,Train,518-P14
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\518-P15.wptt,518,Train,518-P15
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\518-P16.wptt,518,Train,518-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\518-P17.wptt,518,Train,518-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\518-P18.wptt,518,Test,518-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\504-P14.wptt,504,Train,504-P14
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\504-P15.wptt,504,Train,504-P15
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\504-P16.wptt,504,Train,504-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\504-P17.wptt,504,Test,504-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\504-P18.wptt,504,Train,504-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\519-P14.wptt,519,Test,519-P14
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\519-P15.wptt,519,Train,519-P15
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\519-P16.wptt,519,Train,519-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\519-P17.wptt,519,Train,519-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\519-P18.wptt,519,Train,519-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\505-P14.wptt,505,Train,505-P14
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\505-P15.wptt,505,Train,505-P15
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\505-P16.wptt,505,Train,505-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\505-P17.wptt,505,Train,505-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\505-P18.wptt,505,Test,505-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\520-P14.wptt,520,Train,520-P14
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\520-P15.wptt,520,Train,520-P15
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\520-P16.wptt,520,Train,520-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\520-P17.wptt,520,Test,520-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\520-P18.wptt,520,Train,520-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\506-P14.wptt,506,Train,506-P14
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\506-P15.wptt,506,Test,506-P15
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\506-P16.wptt,506,Train,506-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\506-P17.wptt,506,Train,506-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\506-P18.wptt,506,Train,506-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\521-P14.wptt,521,Test,521-P14
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\521-P15.wptt,521,Train,521-P15
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\521-P16.wptt,521,Train,521-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\521-P17.wptt,521,Train,521-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\521-P18.wptt,521,Train,521-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\507-P14.wptt,507,Train,507-P14
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\507-P15.wptt,507,Train,507-P15
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\507-P16.wptt,507,Train,507-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\507-P17.wptt,507,Test,507-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\507-P18.wptt,507,Train,507-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\522-P14.wptt,522,Train,522-P14
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\522-P15.wptt,522,Train,522-P15
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\522-P16.wptt,522,Train,522-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\522-P17.wptt,522,Test,522-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\522-P18.wptt,522,Train,522-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\508-P14.wptt,508,Train,508-P14
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\508-P15.wptt,508,Train,508-P15
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\508-P16.wptt,508,Test,508-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\508-P17.wptt,508,Train,508-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\508-P18.wptt,508,Train,508-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\523-P14.wptt,523,Train,523-P14
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\523-P15.wptt,523,Train,523-P15
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\523-P16.wptt,523,Test,523-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\523-P17.wptt,523,Train,523-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\523-P18.wptt,523,Train,523-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\509-P14.wptt,509,Train,509-P14
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\509-P15.wptt,509,Train,509-P15
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\509-P16.wptt,509,Train,509-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\509-P17.wptt,509,Train,509-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\509-P18.wptt,509,Test,509-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\524-P14.wptt,524,Train,524-P14
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\524-P15.wptt,524,Test,524-P15
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\524-P16.wptt,524,Train,524-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\524-P17.wptt,524,Train,524-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\524-P18.wptt,524,Train,524-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\510-P14.wptt,510,Test,510-P14
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\510-P15.wptt,510,Train,510-P15
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\510-P16.wptt,510,Train,510-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\510-P17.wptt,510,Train,510-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\510-P18.wptt,510,Train,510-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\525-P14.wptt,525,Train,525-P14
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\525-P15.wptt,525,Train,525-P15
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\525-P16.wptt,525,Train,525-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\525-P17.wptt,525,Test,525-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\525-P18.wptt,525,Train,525-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\511-P14.wptt,511,Train,511-P14
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\511-P15.wptt,511,Train,511-P15
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\511-P16.wptt,511,Train,511-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\511-P17.wptt,511,Test,511-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\511-P18.wptt,511,Train,511-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\526-P14.wptt,526,Test,526-P14
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\526-P15.wptt,526,Train,526-P15
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\526-P16.wptt,526,Train,526-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\526-P17.wptt,526,Train,526-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\526-P18.wptt,526,Train,526-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\512-P14.wptt,512,Test,512-P14
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\512-P15.wptt,512,Train,512-P15
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\512-P16.wptt,512,Train,512-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\512-P17.wptt,512,Train,512-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\512-P18.wptt,512,Train,512-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\527-P14.wptt,527,Train,527-P14
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\527-P15.wptt,527,Test,527-P15
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\527-P16.wptt,527,Train,527-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\527-P17.wptt,527,Train,527-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\527-P18.wptt,527,Train,527-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\515-P14.wptt,515,Train,515-P14
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\515-P15.wptt,515,Train,515-P15
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\515-P16.wptt,515,Train,515-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\515-P17.wptt,515,Test,515-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\515-P18.wptt,515,Train,515-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\528-P14.wptt,528,Train,528-P14
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\528-P15.wptt,528,Test,528-P15
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\528-P16.wptt,528,Train,528-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\528-P17.wptt,528,Train,528-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\528-P18.wptt,528,Train,528-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\529-P14.wptt,529,Train,529-P14
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\529-P15.wptt,529,Train,529-P15
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\529-P16.wptt,529,Train,529-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\529-P17.wptt,529,Train,529-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\529-P18.wptt,529,Test,529-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\625-P18.wptt,625,Train,625-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\625-P14.wptt,625,Train,625-P14
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\625-P15.wptt,625,Train,625-P15
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\625-P16.wptt,625,Test,625-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\625-P17.wptt,625,Train,625-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\530-P14.wptt,530,Train,530-P14
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\530-P15.wptt,530,Train,530-P15
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\530-P16.wptt,530,Train,530-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\530-P17.wptt,530,Test,530-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\530-P18.wptt,530,Train,530-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\531-P14.wptt,531,Test,531-P14
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\531-P15.wptt,531,Train,531-P15
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\531-P16.wptt,531,Train,531-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\531-P17.wptt,531,Train,531-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\531-P18.wptt,531,Train,531-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\532-P14.wptt,532,Train,532-P14
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\532-P15.wptt,532,Train,532-P15
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\532-P16.wptt,532,Train,532-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\532-P17.wptt,532,Test,532-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\532-P18.wptt,532,Train,532-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\533-P14.wptt,533,Train,533-P14
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\533-P15.wptt,533,Train,533-P15
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\533-P16.wptt,533,Test,533-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\533-P17.wptt,533,Train,533-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\533-P18.wptt,533,Train,533-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\534-P14.wptt,534,Train,534-P14
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\534-P15.wptt,534,Train,534-P15
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\534-P16.wptt,534,Train,534-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\534-P17.wptt,534,Train,534-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\534-P18.wptt,534,Test,534-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\535-P14.wptt,535,Train,535-P14
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\535-P15.wptt,535,Train,535-P15
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\535-P16.wptt,535,Train,535-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\535-P17.wptt,535,Test,535-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\535-P18.wptt,535,Train,535-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\536-P14.wptt,536,Train,536-P14
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\536-P15.wptt,536,Test,536-P15
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\536-P16.wptt,536,Train,536-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\536-P17.wptt,536,Train,536-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\536-P18.wptt,536,Train,536-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\537-P14.wptt,537,Train,537-P14
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\537-P15.wptt,537,Train,537-P15
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\537-P16.wptt,537,Test,537-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\537-P17.wptt,537,Train,537-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\537-P18.wptt,537,Train,537-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\538-P14.wptt,538,Train,538-P14
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\538-P15.wptt,538,Train,538-P15
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\538-P16.wptt,538,Test,538-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\538-P17.wptt,538,Train,538-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\538-P18.wptt,538,Train,538-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\539-P14.wptt,539,Train,539-P14
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\539-P15.wptt,539,Train,539-P15
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\539-P16.wptt,539,Train,539-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\539-P17.wptt,539,Train,539-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\539-P18.wptt,539,Test,539-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\540-P14.wptt,540,Train,540-P14
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\540-P15.wptt,540,Train,540-P15
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\540-P16.wptt,540,Train,540-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\540-P17.wptt,540,Test,540-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\540-P18.wptt,540,Train,540-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\541-P14.wptt,541,Train,541-P14
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\541-P15.wptt,541,Train,541-P15
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\541-P16.wptt,541,Train,541-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\541-P17.wptt,541,Train,541-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\541-P18.wptt,541,Test,541-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\542-P14.wptt,542,Train,542-P14
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\542-P15.wptt,542,Train,542-P15
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\542-P16.wptt,542,Train,542-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\542-P17.wptt,542,Train,542-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\542-P18.wptt,542,Test,542-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\543-P14.wptt,543,Train,543-P14
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\543-P15.wptt,543,Train,543-P15
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\543-P16.wptt,543,Train,543-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\543-P17.wptt,543,Train,543-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\543-P18.wptt,543,Test,543-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\544-P14.wptt,544,Test,544-P14
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\544-P15.wptt,544,Train,544-P15
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\544-P16.wptt,544,Train,544-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\544-P17.wptt,544,Train,544-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\544-P18.wptt,544,Train,544-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\545-P14.wptt,545,Train,545-P14
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\545-P15.wptt,545,Train,545-P15
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\545-P16.wptt,545,Train,545-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\545-P17.wptt,545,Train,545-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\545-P18.wptt,545,Test,545-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\546-P14.wptt,546,Test,546-P14
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\546-P15.wptt,546,Train,546-P15
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\546-P16.wptt,546,Train,546-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\546-P17.wptt,546,Train,546-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\546-P18.wptt,546,Train,546-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\547-P14.wptt,547,Train,547-P14
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\547-P15.wptt,547,Train,547-P15
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\547-P16.wptt,547,Train,547-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\547-P17.wptt,547,Test,547-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\547-P18.wptt,547,Train,547-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\548-P14.wptt,548,Train,548-P14
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\548-P15.wptt,548,Train,548-P15
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\548-P16.wptt,548,Train,548-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\548-P17.wptt,548,Test,548-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\548-P18.wptt,548,Train,548-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\549-P14.wptt,549,Train,549-P14
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\549-P15.wptt,549,Train,549-P15
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\549-P16.wptt,549,Train,549-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\549-P17.wptt,549,Test,549-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\549-P18.wptt,549,Train,549-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\550-P14.wptt,550,Train,550-P14
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\550-P15.wptt,550,Train,550-P15
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\550-P16.wptt,550,Train,550-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\550-P17.wptt,550,Test,550-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\550-P18.wptt,550,Train,550-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\551-P14.wptt,551,Train,551-P14
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\551-P15.wptt,551,Test,551-P15
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\551-P16.wptt,551,Train,551-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\551-P17.wptt,551,Train,551-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\551-P18.wptt,551,Train,551-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.2-Train\552-P14.wptt,552,Train,552-P14
